SHARECLASS_ID,SHARECLASS_NAME,FUND_NAME,CATEGORY,SHARPE_RATIO_1Y,SHARPE_RATIO_3Y,SHARPE_RATIO_5Y,BETA_1Y,BETA_3Y,BETA_5Y,INFO_RATIO_3Y,INFO_RATIO_5Y
F00000NFMN                    ,iShares MSCI India ETF,iShares MSCI India ETF,Allocation,1.26,0.31,0.5,1,1,1,-2.74,-2.35969
FOUSA06LQ9                    ,iShares MSCI India Index ETF,iShares MSCI India Index ETF,Allocation,1.32,0.32,0.5,0.99,0.99,0.99,-4.15,-0.90069
F00000NFMO                    ,iShares MSCI India Small-Cap ETF,iShares MSCI India Small-Cap ETF,Allocation,1.42,0.79,0.73,1.11,1.07,1.22,1.05,0.69062
F000005Q7T                    ,iShares MSCI Indonesia ETF,iShares MSCI Indonesia ETF,Allocation,0.19,0.08,0.01,1.77,0.75,0.62,-0.24,-0.35846
F000005QFC                    ,iShares MSCI Ireland Capped ETF,iShares MSCI Ireland Capped ETF,Allocation,3.94,0.9,1.16,0.5,0.76,0.77,0.64,0.80806
FOUSA06OFJ                    ,iShares MSCI Israel Capped ETF,iShares MSCI Israel Capped ETF,Allocation,0.62,0.24,0.46,0.33,0.69,0.63,-0.22,-0.12854
FEUSA0001Y                    ,iShares MSCI Italy Capped ETF,iShares MSCI Italy Capped ETF,Allocation,2.25,0.28,0.42,1.42,1.16,1.26,-0.04,0.08334
FEUSA0001X                    ,iShares MSCI Japan ETF,iShares MSCI Japan ETF,Allocation,2.43,0.75,0.92,1,1,1,-1.71,-1.90454
FOUSA06MY8                    ,iShares MSCI Japan ETF (AU),iShares MSCI Japan ETF (AU),Allocation,1.66,1.09,1.39,1,<null>,<null>,<null>,<null>
F00000JY1Q                    ,iShares MSCI Japan EUR Hedged UCITS ETF (Acc),iShares MSCI Japan EUR Hedged UCITS ETF (Acc),Allocation,3.18,0.59,1.09,1.05,<null>,<null>,<null>,<null>
F00000OOFS                    ,iShares MSCI Japan GBP Hedged UCITS ETF (Acc),iShares MSCI Japan GBP Hedged UCITS ETF (Acc),Allocation,3.22,0.54,1.06,1.02,<null>,<null>,<null>,<null>
F000001VPP                    ,iShares MSCI Japan Small Cap UCITS ETF USD (Dist),iShares MSCI Japan Small Cap UCITS ETF USD (Dist),Allocation,2.38,1.38,1.17,-0.08,<null>,<null>,<null>,<null>
FOUSA06LA0                    ,iShares MSCI Japan Small-Cap ETF,iShares MSCI Japan Small-Cap ETF,Allocation,2.37,1.39,1.17,1.05,0.72,0.83,0.75,0.3604
F000005PTY                    ,iShares MSCI Japan UCITS ETF USD (Acc),iShares MSCI Japan UCITS ETF USD (Acc),Allocation,2.45,0.74,0.91,0.04,<null>,<null>,<null>,<null>
F0GBR055S3                    ,iShares MSCI Japan UCITS ETF USD (Dist),iShares MSCI Japan UCITS ETF USD (Dist),Allocation,2.42,0.73,0.9,0.04,<null>,<null>,<null>,<null>
FOUSA05XNZ                    ,iShares MSCI KLD 400 Social ETF,iShares MSCI KLD 400 Social ETF,Allocation,5,0.91,1.44,0.93,1.02,1.01,-0.46,-0.13386
FOUSA06LY1                    ,iShares MSCI Kokusai ETF,iShares MSCI Kokusai ETF,Allocation,7.17,0.76,1.13,0.83,0.97,0.99,0.17,0.57484
F0GBR06FGK                    ,iShares MSCI Korea UCITS ETF (Dist),iShares MSCI Korea UCITS ETF (Dist),Allocation,2.66,0.64,0.47,1,1,1,-2.86,-1.02006
F00000JQNJ                    ,iShares MSCI Korea UCITS ETF USD (Acc),iShares MSCI Korea UCITS ETF USD (Acc),Allocation,2.66,0.64,0.47,1,1,1,-2.91,-1.16756
FEUSA00027                    ,iShares MSCI Malaysia ETF,iShares MSCI Malaysia ETF,Allocation,0.48,-0.44,-0.18,1.49,0.92,0.79,-1.05,-0.84232
FEUSA0001W                    ,iShares MSCI Mexico Capped ETF,iShares MSCI Mexico Capped ETF,Allocation,0.06,-0.4,-0.17,1.99,0.91,0.85,-0.91,-0.75557
F00000JQNR                    ,iShares MSCI Mexico Capped UCITS ETF USD (Acc),iShares MSCI Mexico Capped UCITS ETF,Allocation,0.14,-0.39,-0.15,1,1,1,-6.46,-6.12749
FEUSA0001V                    ,iShares MSCI Netherlands ETF,iShares MSCI Netherlands ETF,Allocation,2.84,0.87,0.91,1.54,1.01,1.02,0.95,0.71859
F000005Q7U                    ,iShares MSCI New Zealand Capped ETF,iShares MSCI New Zealand Capped ETF,Allocation,0.85,0.56,0.64,0.75,1.06,1.1,0.35,0.32878
F0000000EC                    ,iShares MSCI North America UCITS ETF USD (Dist),iShares MSCI North America UCITS ETF,Allocation,5.18,0.89,1.35,0.91,1,0.99,-1.67,-2.14749
F00000NFMP                    ,iShares MSCI Norway Capped ETF,iShares MSCI Norway Capped ETF,Allocation,1.76,0.13,0.14,1.18,1.12,1.18,-0.29,-0.43405
FEUSA0002Z                    ,iShares MSCI Pacific ex Japan ETF,iShares MSCI Pacific ex Japan ETF,Allocation,2.24,0.23,0.36,0.52,0.81,0.9,-0.73,-0.39539
F000002Q90                    ,iShares MSCI Pacific ex-Japan UCITS ETF USD (Dist),iShares MSCI Pacific ex-Japan UCITS ETF USD (Dist),Allocation,2.23,0.23,0.35,0.7,0.95,1.04,-0.76,-0.44489
F00000D56Q                    ,iShares MSCI Philippines ETF,iShares MSCI Philippines ETF,Allocation,0.24,0.01,0.29,2.23,0.71,0.81,-0.43,-0.17061
F000005Q7V                    ,iShares MSCI Poland Capped ETF,iShares MSCI Poland Capped ETF,Allocation,2.39,0.16,0.25,1.92,1.15,1.11,-0.14,-0.14672
F00000LYBU                    ,iShares MSCI Poland UCITS ETF USD (Acc),iShares MSCI Poland UCITS ETF,Allocation,2.28,0.09,0.2,1.06,<null>,<null>,<null>,<null>
F00000JQNS                    ,iShares MSCI Russia ADR/GDR UCITS ETF USD (Acc),iShares MSCI Russia ADR/GDR UCITS ETF USD (Acc),Allocation,0.94,0.19,0.02,0.99,0.99,1,-0.23,-0.10117
F000005QF6                    ,iShares MSCI Russia Capped ETF,iShares MSCI Russia Capped ETF,Allocation,0.89,0.24,0.01,-0.48,1.36,1.3,0.05,-0.34066
FEUSA0001U                    ,iShares MSCI Singapore Capped ETF,iShares MSCI Singapore Capped ETF,Allocation,2.55,0.18,0.24,0.66,1.06,1.03,-0.25,-0.40234
FOUSA06MYB                    ,iShares MSCI Singapore ETF,iShares MSCI Singapore ETF,Allocation,2.74,0.57,0.81,0.45,<null>,<null>,<null>,<null>
FEUSA04AC0                    ,iShares MSCI South Africa ETF,iShares MSCI South Africa ETF,Allocation,0.58,-0.01,0.12,1.9,1.23,1.19,-0.37,-0.32337
F00000GV8T                    ,iShares MSCI South Africa UCITS ETF USD (Acc),iShares MSCI South Africa UCITS ETF,Allocation,0.67,0.02,0.13,0.83,<null>,<null>,<null>,<null>
FEUSA0001T                    ,iShares MSCI South Korea Capped ETF,iShares MSCI South Korea Capped ETF,Allocation,2.37,0.59,0.44,1.62,1.09,1.01,0.4,-0.00563
FOUSA06MYD                    ,iShares MSCI South Korea Capped ETF (AU),iShares MSCI South Korea Capped ETF (AU),Allocation,2.2,1.04,0.95,0.77,<null>,<null>,<null>,<null>
FEUSA0001S                    ,iShares MSCI Spain Capped ETF,iShares MSCI Spain Capped ETF,Allocation,1.51,0.08,0.45,2.37,1.27,1.39,-0.39,0.12282
FEUSA0001R                    ,iShares MSCI Sweden Capped ETF,iShares MSCI Sweden Capped ETF,Allocation,3.93,0.51,0.67,0.69,0.93,0.99,0.14,0.24012
FEUSA0001Q                    ,iShares MSCI Switzerland Capped ETF,iShares MSCI Switzerland Capped ETF,Allocation,2.34,0.4,0.76,1.09,0.85,0.87,-0.16,0.26236
FEUSA0001P                    ,iShares MSCI Taiwan Capped ETF,iShares MSCI Taiwan Capped ETF,Allocation,2.13,0.69,0.87,0.54,0.5,0.46,-0.31,-0.04809
FOUSA06MYE                    ,iShares MSCI Taiwan ETF,iShares MSCI Taiwan ETF,Allocation,2.15,1.24,1.61,0.37,<null>,<null>,<null>,<null>
F0GBR068CZ                    ,iShares MSCI Taiwan UCITS ETF USD (Dist),iShares MSCI Taiwan UCITS ETF,Allocation,2.21,0.72,0.88,1,1,1,-13.44,-10.84014
FOUSA06C6C                    ,iShares MSCI Thailand Capped ETF,iShares MSCI Thailand Capped ETF,Allocation,3.96,0.38,0.4,0.44,0.64,0.8,-0.06,-0.0459
F00000MF79                    ,iShares MSCI Total International Index Fund Class K,iShares MSCI Total International Index Fund,Allocation,3.85,0.46,0.62,0.96,0.95,0.97,-0.18,-0.1417
F00000MF78                    ,iShares MSCI Total International Index Fund Institutional Shares,iShares MSCI Total International Index Fund,Allocation,3.75,0.46,0.62,0.99,0.95,0.98,-0.18,-0.17991
F00000MF77                    ,iShares MSCI Total International Index Fund Investor A Shares,iShares MSCI Total International Index Fund,Allocation,3.78,0.44,0.6,0.97,0.95,0.97,-0.34,-0.3322
FOUSA06C6D                    ,iShares MSCI Turkey ETF,iShares MSCI Turkey ETF,Allocation,0.65,-0.18,-0.1,2.52,1.03,1.23,-0.51,-0.44489
F0000009LX                    ,iShares MSCI Turkey UCITS ETF USD (Dist),iShares MSCI Turkey UCITS ETF,Allocation,0.66,-0.18,-0.1,1.16,<null>,<null>,<null>,<null>
F000003WPG                    ,iShares MSCI UK Small Cap UCITS ETF GBP (Acc),iShares MSCI UK Small Cap UCITS ETF GBP (Acc),Allocation,2.88,1.28,1.28,0.64,0.97,0.91,0.07,-0.27694
F000005PU0                    ,iShares MSCI UK UCITS ETF GBP (Acc),iShares MSCI UK UCITS ETF GBP (Acc),Allocation,1.3,0.78,0.83,1.1,1.08,1.05,-0.67,-0.83076
FEUSA04AD6                    ,iShares MSCI USA ESG Select ETF,iShares MSCI USA ESG Select ETF,Allocation,5.06,0.94,1.41,0.84,1.03,1.01,-0.05,-0.24963
F000005QFD                    ,iShares MSCI USA Equal Weighted ETF,iShares MSCI USA Equal Weighted ETF,Allocation,3.39,0.81,1.33,1.15,1.05,1.03,-0.61,-0.55915
F000000ONS                    ,iShares MSCI USA Islamic UCITS ETF,iShares MSCI USA Islamic UCITS ETF,Allocation,2.7,0.46,1.04,1,1,1,-2.23,-2.62807
F000003WPI                    ,iShares MSCI USA Small Cap UCITS ETF USD (Acc),iShares MSCI USA Small Cap UCITS ETF USD (Acc),Allocation,2.43,0.76,1.12,0.77,0.87,0.88,-0.22,-0.09148
F000005PU1                    ,iShares MSCI USA UCITS ETF USD (Acc),iShares MSCI USA UCITS ETF USD (Acc),Allocation,5.05,0.94,1.43,0.96,1,0.99,-1.76,-1.91624
FEUSA0001O                    ,iShares MSCI United Kingdom ETF,iShares MSCI United Kingdom ETF,Allocation,2.89,0.12,0.37,0.69,0.95,0.97,-0.74,-0.47922
F00000NFMS                    ,iShares MSCI United Kingdom Small-Cap ETF,iShares MSCI United Kingdom Small-Cap ETF,Allocation,3.05,0.46,0.69,0.53,0.92,0.94,0.16,0.31045
F00000NFMT                    ,iShares MSCI World ETF,iShares MSCI World ETF,Allocation,7.12,0.77,1.14,0.87,0.98,0.98,0.28,0.70714
F00000JY1R                    ,iShares MSCI World EUR Hedged UCITS ETF (Acc),iShares MSCI World EUR Hedged UCITS ETF (Acc),Allocation,5.37,0.87,1.33,0.93,0.92,0.89,0,0.23086
F00000JY1S                    ,iShares MSCI World GBP Hedged UCITS ETF (Acc),iShares MSCI World GBP Hedged UCITS ETF (Acc),Allocation,5.48,0.84,1.33,0.92,0.92,0.9,0.16,0.4239
F000003V29                    ,iShares MSCI World Index ETF,iShares MSCI World Index ETF,Allocation,1.94,1.11,1.72,1,0.99,0.99,-1.03,-0.92056
F000000ONT                    ,iShares MSCI World Islamic UCITS ETF,iShares MSCI World Islamic UCITS ETF,Allocation,4.48,0.51,0.85,0.59,<null>,<null>,<null>,<null>
F0GBR068D2                    ,iShares MSCI World UCITS ETF USD (Dist),iShares MSCI World UCITS ETF,Allocation,7.07,0.74,1.11,0.99,1,1,-0.93,-0.8948
F000002PCB                    ,iShares Mexico Corporate Bond TRAC,iShares Mexico Corporate Bond TRAC,Allocation,1.59,1.99,2.13,1.28,1.11,1.16,0.77,0.27487
FEUSA04ADS                    ,iShares Micro-Cap ETF,iShares Micro-Cap ETF,Allocation,1.82,0.64,0.95,1.15,1.08,1.06,0,0.05728
F00000OJM6                    ,iShares Mid Cap UK Equity Index Fund (UK) A Acc,iShares Mid Cap UK Equity Index Fund (UK),Allocation,2.63,1.1,1.24,0.97,1.01,0.96,-0.16,-0.37747
F00000OJM7                    ,iShares Mid Cap UK Equity Index Fund (UK) D Acc,iShares Mid Cap UK Equity Index Fund (UK),Allocation,2.69,1.14,1.28,0.96,1.01,0.96,-0.01,-0.17434
F00000OJM8                    ,iShares Mid Cap UK Equity Index Fund (UK) X Acc,iShares Mid Cap UK Equity Index Fund (UK),Allocation,2.72,1.15,1.29,0.96,1.01,0.96,0.04,-0.14598
FEUSA04ACN                    ,iShares Morningstar Large-Cap ETF,iShares Morningstar Large-Cap ETF,Allocation,5.25,1.05,1.58,0.75,0.97,0.97,0.24,0.33047
FEUSA04ACO                    ,iShares Morningstar Large-Cap Growth ETF,iShares Morningstar Large-Cap Growth ETF,Allocation,4.84,0.97,1.4,1.09,1.07,1.06,-0.44,-0.24796
FEUSA04ACP                    ,iShares Morningstar Large-Cap Value ETF,iShares Morningstar Large-Cap Value ETF,Allocation,2.3,0.86,1.22,1.08,0.96,0.94,0.41,-0.4488
FEUSA04ACQ                    ,iShares Morningstar Mid-Cap ETF,iShares Morningstar Mid-Cap ETF,Allocation,3.34,0.81,1.33,0.98,1.04,1.03,0.09,0.08545
FEUSA04ACR                    ,iShares Morningstar Mid-Cap Growth ETF,iShares Morningstar Mid-Cap Growth ETF,Allocation,5.22,0.77,1.21,0.89,1.01,1.02,-0.38,-0.44114
FEUSA04ACS                    ,iShares Morningstar Mid-Cap Value ETF,iShares Morningstar Mid-Cap Value ETF,Allocation,1.69,0.92,1.43,1.3,0.96,1,0.55,0.59405
F00000O2DM                    ,iShares Morningstar Multi-Asset Income ETF,iShares Morningstar Multi-Asset Income ETF,Allocation,2.09,0.67,0.69,1.56,1.21,1.28,-0.19,-0.21025
FEUSA04ACT                    ,iShares Morningstar Small-Cap ETF,iShares Morningstar Small-Cap ETF,Allocation,1.72,0.68,1.08,0.92,0.87,0.89,-0.5,-0.15667
FEUSA04ACU                    ,iShares Morningstar Small-Cap Growth ETF,iShares Morningstar Small-Cap Growth ETF,Allocation,4,0.76,1.06,0.68,0.92,0.92,-0.04,-0.23031
FEUSA04ACV                    ,iShares Morningstar Small-Cap Value ETF,iShares Morningstar Small-Cap Value ETF,Allocation,1.25,0.56,0.96,0.91,0.97,0.96,-0.54,-0.08721
FOUSA06GJD                    ,iShares Mortgage Real Estate Capped ETF,iShares Mortgage Real Estate Capped ETF,Allocation,2.11,0.8,0.55,0.3,0.36,0.56,0.17,-0.2119
F0000014LS                    ,iShares NAFTRAC,iShares NAFTRAC,Allocation,0.3,0.43,0.48,1,1,1,-1.46,-1.70562
F00000MEV2                    ,iShares NASDAQ 100 Index ETF (CAD-Hedged),iShares NASDAQ 100 Index ETF (CAD-Hedged),Allocation,3.5,1.06,1.54,0.25,0.76,0.75,-0.05,-0.11234
F000005PU2                    ,iShares NASDAQ 100 UCITS ETF USD (Acc),iShares NASDAQ 100 UCITS ETF USD (Acc),Allocation,3.52,1.08,1.53,1.61,1.21,1.14,0.49,0.62266
F0GBR06Q2M                    ,iShares NASDAQ-100 UCITS ETF (DE),iShares NASDAQ-100 UCITS ETF (DE),Allocation,3.5,1.05,1.48,1.56,1.22,1.15,0.41,0.51932
FEUSA0002M                    ,iShares Nasdaq Biotechnology ETF,iShares Nasdaq Biotechnology ETF,Allocation,1.34,0.18,0.88,1.84,1.68,1.65,-0.31,0.22867
F0000000DT                    ,iShares Nikkei 225 UCITS ETF (DE),iShares Nikkei 225 UCITS ETF (DE),Allocation,2.64,0.74,1.22,1.27,<null>,<null>,<null>,<null>
F000005PU3                    ,iShares Nikkei 225 UCITS ETF JPY (Acc),iShares Nikkei 225 UCITS ETF JPY (Acc),Allocation,2.64,0.74,1.22,1.27,<null>,<null>,<null>,<null>
F00000OYNC                    ,iShares North America Equity Index Fund (LU) A2 USD,iShares North America Equity Index Fund (LU),Allocation,4.36,0.79,1.19,1.03,1.06,1.05,-0.63,-0.74776
F00000OYND                    ,iShares North America Equity Index Fund (LU) F2 USD,iShares North America Equity Index Fund (LU),Allocation,4.43,0.82,1.22,1.03,1.06,1.05,-0.5,-0.62405
F00000OYNE                    ,iShares North America Equity Index Fund (LU) N2 USD,iShares North America Equity Index Fund (LU),Allocation,4.44,0.82,1.23,1.03,1.06,1.05,-0.49,-0.61293
F00000OYNF                    ,iShares North America Equity Index Fund (LU) X2 USD,iShares North America Equity Index Fund (LU),Allocation,4.48,0.83,1.24,1.03,1.06,1.05,-0.42,-0.55464
FOGBR05U1R                    ,iShares North America Index Fund (IE) Flexible Acc USD,iShares North America Index Fund (IE),Allocation,5.21,0.89,1.35,0.9,1,0.99,-0.72,-1.1606
F000005PKJ                    ,iShares North America Index Fund (IE) Flexible Dist EUR,iShares North America Index Fund (IE),Allocation,1.51,1.03,1.48,1.97,0.89,0.78,0.2,0.11519
F000005PKG                    ,iShares North America Index Fund (IE) Flexible Dist USD,iShares North America Index Fund (IE),Allocation,5.21,0.89,1.35,0.9,1,0.99,-0.72,-1.15901
F00000NU96                    ,iShares North America Index Fund (IE) Institutional Acc EUR,iShares North America Index Fund (IE),Allocation,1.49,1.01,1.46,1.97,0.89,0.79,0.18,0.09139
F000005PKH                    ,iShares North America Index Fund (IE) Institutional Acc USD,iShares North America Index Fund (IE),Allocation,5.17,0.87,1.33,0.9,1,0.99,-0.85,-1.32089
F000005PKI                    ,iShares North America Index Fund (IE) Institutional Dist USD,iShares North America Index Fund (IE),Allocation,5.17,0.87,1.33,0.9,1,0.99,-0.84,-1.31551
F00000JWFW                    ,iShares North American Equity Index Fund (UK) A Acc,iShares North American Equity Index Fund (UK),Allocation,1.7,1.38,1.5,0.79,0.67,0.76,0.56,0.2889
F00000OJRV                    ,iShares North American Equity Index Fund (UK) D Acc,iShares North American Equity Index Fund (UK),Allocation,1.77,1.42,1.54,0.79,0.66,0.75,0.6,0.33594
F0GBR06JT2                    ,iShares North American Equity Index Fund (UK) L Acc,iShares North American Equity Index Fund (UK),Allocation,1.75,1.41,1.53,0.79,0.66,0.75,0.59,0.32603
F00000NOT4                    ,iShares North American Equity Index Fund (UK) X Acc,iShares North American Equity Index Fund (UK),Allocation,1.78,1.43,1.55,0.79,0.67,0.75,0.61,0.3482
FEUSA0002Y                    ,iShares North American Natural Resources ETF,iShares North American Natural Resources ETF,Allocation,0.13,-0.24,0,1,1,1,-5.79,-7.04661
FEUSA0002N                    ,iShares North American Tech ETF,iShares North American Tech ETF,Allocation,3.59,1.33,1.65,0.96,0.95,0.95,0.54,0.47301
FEUSA0002Q                    ,iShares North American Tech-Multimedia Networking ETF,iShares North American Tech-Multimedia Networking ETF,Allocation,1.76,0.69,0.99,-0.15,0.71,0.7,-0.63,-0.44508
FEUSA0002S                    ,iShares North American Tech-Software ETF,iShares North American Tech-Software ETF,Allocation,2.94,1.33,1.5,1.1,0.91,0.92,0.31,0.16721
F00000N9J5                    ,iShares Oil & Gas Exploration & Production UCITS ETF USD (Acc),iShares Oil & Gas Exploration & Production UCITS ETF USD (Acc),Allocation,0,-0.35,-0.19,1.63,<null>,<null>,<null>,<null>
F00000LYDT                    ,iShares Overseas Corporate Bond Index Fund (UK) A Acc,iShares Overseas Corporate Bond Index Fund (UK),Allocation,-0.53,0.87,0.68,1.28,<null>,<null>,<null>,<null>
F00000OJS7                    ,iShares Overseas Corporate Bond Index Fund (UK) D Acc,iShares Overseas Corporate Bond Index Fund (UK),Allocation,-0.49,0.9,0.72,1.28,<null>,<null>,<null>,<null>
F00000LYDS                    ,iShares Overseas Corporate Bond Index Fund (UK) L Acc,iShares Overseas Corporate Bond Index Fund (UK),Allocation,-0.51,0.9,0.71,1.27,<null>,<null>,<null>,<null>
F00000WR79                    ,iShares Overseas Corporate Bond Index Fund (UK) X Acc,iShares Overseas Corporate Bond Index Fund (UK),Allocation,-0.47,0.92,0.71,1.28,<null>,<null>,<null>,<null>
F00000OQA4                    ,iShares Overseas Corporate Bond Index Fund (UK) X Inc,iShares Overseas Corporate Bond Index Fund (UK),Allocation,-0.47,0.92,0.74,1.27,<null>,<null>,<null>,<null>
F00000LYDV                    ,iShares Overseas Government Bond Index Fund (UK) A Acc,iShares Overseas Government Bond Index Fund (UK),Allocation,-1.01,0.62,0.32,1.33,1.11,0.79,0.62,0.34094
F00000OJS2                    ,iShares Overseas Government Bond Index Fund (UK) D Acc,iShares Overseas Government Bond Index Fund (UK),Allocation,-0.98,0.65,0.36,1.33,1.11,0.79,0.66,0.38256
F00000LYDU                    ,iShares Overseas Government Bond Index Fund (UK) L Acc,iShares Overseas Government Bond Index Fund (UK),Allocation,-0.98,0.65,0.35,1.33,1.11,0.8,0.65,0.37671
F00000WR7A                    ,iShares Overseas Government Bond Index Fund (UK) X Acc,iShares Overseas Government Bond Index Fund (UK),Allocation,-0.96,0.66,0.36,1.33,1.12,0.77,0.67,0.38277
FEUSA0002R                    ,iShares PHLX Semiconductor ETF,iShares PHLX Semiconductor ETF,Allocation,3.57,1.36,1.68,0.94,1.11,1.07,0.85,0.91038
F0GBR05KL4                    ,iShares Pacific Index Fund (IE) Flexible Acc USD,iShares Pacific Index Fund (IE),Allocation,2.22,0.27,0.39,0.73,0.94,1.03,-0.63,-0.33265
F000005PKN                    ,iShares Pacific Index Fund (IE) Flexible Dist EUR,iShares Pacific Index Fund (IE),Allocation,1.5,0.5,0.6,0.22,0.71,0.78,-0.11,0.01217
F000005PKK                    ,iShares Pacific Index Fund (IE) Flexible Dist USD,iShares Pacific Index Fund (IE),Allocation,2.22,0.27,0.39,0.73,0.94,1.03,-0.63,-0.33225
F00000NU99                    ,iShares Pacific Index Fund (IE) Institutional Acc EUR,iShares Pacific Index Fund (IE),Allocation,1.48,0.49,0.59,0.22,0.71,0.78,-0.13,-0.00884
F000005PKL                    ,iShares Pacific Index Fund (IE) Institutional Acc USD,iShares Pacific Index Fund (IE),Allocation,2.2,0.25,0.38,0.73,0.94,1.03,-0.66,-0.36664
F000005PKM                    ,iShares Pacific Index Fund (IE) Institutional Dist USD,iShares Pacific Index Fund (IE),Allocation,2.2,0.25,0.38,0.73,0.94,1.03,-0.66,-0.36601
F00000OYNL                    ,iShares Pacific ex Japan Equity Index Fund (LU) A2 USD,iShares Pacific ex Japan Equity Index Fund (LU),Allocation,2.17,0.22,0.34,0.7,0.98,1.03,-0.73,-0.47676
F00000OYNM                    ,iShares Pacific ex Japan Equity Index Fund (LU) F2 USD,iShares Pacific ex Japan Equity Index Fund (LU),Allocation,2.22,0.24,0.36,0.7,0.98,1.03,-0.68,-0.41729
F00000OYNN                    ,iShares Pacific ex Japan Equity Index Fund (LU) N2 USD,iShares Pacific ex Japan Equity Index Fund (LU),Allocation,2.22,0.24,0.37,0.7,0.98,1.03,-0.67,-0.41224
F00000OYNO                    ,iShares Pacific ex Japan Equity Index Fund (LU) X2 USD,iShares Pacific ex Japan Equity Index Fund (LU),Allocation,2.24,0.25,0.38,0.7,0.98,1.03,-0.65,-0.3851
F00000JWFX                    ,iShares Pacific ex Japan Equity Index Fund (UK) A Acc,iShares Pacific ex Japan Equity Index Fund (UK),Allocation,1.33,0.89,0.78,0.96,0.73,0.77,0.48,0.30628
F00000OJS1                    ,iShares Pacific ex Japan Equity Index Fund (UK) D Acc,iShares Pacific ex Japan Equity Index Fund (UK),Allocation,1.36,0.91,0.81,0.96,0.73,0.77,0.51,0.34739
F0GBR06K5K                    ,iShares Pacific ex Japan Equity Index Fund (UK) L Acc,iShares Pacific ex Japan Equity Index Fund (UK),Allocation,1.36,0.91,0.8,0.96,0.73,0.77,0.51,0.34227
F00000NOT5                    ,iShares Pacific ex Japan Equity Index Fund (UK) X Acc,iShares Pacific ex Japan Equity Index Fund (UK),Allocation,1.38,0.92,0.82,0.96,0.72,0.77,0.52,0.36079
F00000OQA5                    ,iShares Pacific ex Japan Equity Index Fund (UK) X Inc,iShares Pacific ex Japan Equity Index Fund (UK),Allocation,1.33,0.91,0.81,0.95,0.73,0.77,0.51,0.3547
F0GBR05S5G                    ,iShares Pfandbriefe UCITS ETF (DE),iShares Pfandbriefe UCITS ETF (DE),Allocation,-0.01,0.59,1.01,0.51,0.39,0.39,-0.99,-1.26125
FOUSA06GJA                    ,iShares Residential Real Estate Capped ETF,iShares Residential Real Estate Capped ETF,Allocation,0.46,0.54,0.68,1.26,0.96,1.01,0.34,0.13642
FEUSA0001A                    ,iShares Russell 1000 ETF,iShares Russell 1000 ETF,Allocation,4.99,0.99,1.48,1,1,1,-7.13,-7.81647
FEUSA0001B                    ,iShares Russell 1000 Growth ETF,iShares Russell 1000 Growth ETF,Allocation,6.04,1.15,1.57,1,1,1,-8.4,-7.57275
F00000LVY9                    ,iShares Russell 1000 Large-Cap Index Fund Class K,iShares Russell 1000 Large-Cap Index Fund,Allocation,5,0.99,1.48,1,1.01,1,-0.6,-0.9726
F00000LVY8                    ,iShares Russell 1000 Large-Cap Index Fund Institutional Shares,iShares Russell 1000 Large-Cap Index Fund,Allocation,5.02,0.99,1.48,0.99,1,1,-1.16,-0.65089
F00000LVY7                    ,iShares Russell 1000 Large-Cap Index Fund Investor A Shares,iShares Russell 1000 Large-Cap Index Fund,Allocation,4.92,0.96,1.45,1,1,1,-3.45,-3.62418
FEUSA0001C                    ,iShares Russell 1000 Value ETF,iShares Russell 1000 Value ETF,Allocation,2.3,0.73,1.28,1,1,1,-5.92,-6.19762
FEUSA00017                    ,iShares Russell 2000 ETF,iShares Russell 2000 ETF,Allocation,2.06,0.72,1.02,1,1,1,1.4,1.15009
FOUSA06MYA                    ,iShares Russell 2000 ETF (AU),iShares Russell 2000 ETF (AU),Allocation,1.43,0.97,1.36,1.45,<null>,<null>,<null>,<null>
FEUSA00018                    ,iShares Russell 2000 Growth ETF,iShares Russell 2000 Growth ETF,Allocation,3.04,0.73,1.04,1,1,1,3.32,3.00225
F00000LXVK                    ,iShares Russell 2000 Small-Cap Index Fund Class K,iShares Russell 2000 Small-Cap Index Fund,Allocation,2.06,0.73,1.03,1,1,1,0.27,0.21293
FOUSA00GFB                    ,iShares Russell 2000 Small-Cap Index Fund Institutional Shares,iShares Russell 2000 Small-Cap Index Fund,Allocation,2.05,0.72,1.02,1,1,1,-0.07,-0.02856
FOUSA00GAS                    ,iShares Russell 2000 Small-Cap Index Fund Investor A Shares,iShares Russell 2000 Small-Cap Index Fund,Allocation,2.03,0.7,1,1,1,1,-1.69,-1.4462
FEUSA00019                    ,iShares Russell 2000 Value ETF,iShares Russell 2000 Value ETF,Allocation,1.47,0.68,0.96,1,1,1,-1.16,-1.85421
FEUSA00014                    ,iShares Russell 3000 ETF,iShares Russell 3000 ETF,Allocation,4.73,0.97,1.45,1.05,1.01,1.01,-0.27,-0.33886
FEUSA0002U                    ,iShares Russell Mid-Cap ETF,iShares Russell Mid-Cap ETF,Allocation,3.42,0.82,1.35,1,1,1,-7.78,-7.40928
FEUSA0002T                    ,iShares Russell Mid-Cap Growth ETF,iShares Russell Mid-Cap Growth ETF,Allocation,5.09,0.86,1.33,1,1,1,-10.48,-6.46694
FEUSA0002V                    ,iShares Russell Mid-Cap Value ETF,iShares Russell Mid-Cap Value ETF,Allocation,2.16,0.75,1.3,1,1,1,-8.09,-6.86292
