SHARECLASS_ID,SHARECLASS_NAME,FUND_NAME,SHARE_CLASS_COUNTER,FUND_FAMILY_NAME,MSTAR_CATEGORY_NAME,MSTAR_GLOB_CATEGORY_NAME,MSTAR_BROAD_CATEGORY,COMMON_SOURCE_SYSTEM,RETURN_NET_1M,RETURN_NET_2M,RETURN_NET_3M,RETURN_NET_6M,RETURN_NET_1Y,RETURN_NET_2Y,RETURN_NET_3Y,RETURN_NET_4Y,RETURN_NET_5Y
FOUSA02TYE                    ,Vanguard REIT Index Fund Admiral Shares,Vanguard REIT Index Fund,1,Vanguard            ,Real Estate,Real Estate Sector Equity,Equity/Stocks,FO_USA,-1,-1.13,-1.37,1.33,5.43,6.06,5.77,8.96,9.44
FEUSA04ACZ                    ,Vanguard REIT Index Fund ETF Shares,Vanguard REIT Index Fund,2,Vanguard            ,Real Estate,Real Estate Sector Equity,Equity/Stocks,FE_ALL,-1,-1.11,-1.35,1.34,5.44,6.07,5.77,8.96,9.44
FOUSA04BEQ                    ,Vanguard REIT Index Fund Institutional Shares,Vanguard REIT Index Fund,3,Vanguard            ,Real Estate,Real Estate Sector Equity,Equity/Stocks,FO_USA,-0.99,-1.11,-1.37,1.33,5.44,6.09,5.79,8.98,9.47
FOUSA00KI9                    ,Vanguard REIT Index Fund Investor Shares,Vanguard REIT Index Fund,4,Vanguard            ,Real Estate,Real Estate Sector Equity,Equity/Stocks,FO_USA,-1.01,-1.15,-1.39,1.25,5.28,5.91,5.63,8.81,9.29
F00000J3KC                    ,Vanguard Russell 1000 Growth Index Fund ETF Shares,Vanguard Russell 1000 Growth Index Fund,1,Vanguard            ,Large Growth,US Equity Large Cap Growth,Equity/Stocks,FE_ALL,3.87,5.21,7.14,12.51,29.57,15.06,13.01,13.99,16.69
F00000J3K7                    ,Vanguard Russell 1000 Growth Index Fund Institutional Shares,Vanguard Russell 1000 Growth Index Fund,2,Vanguard            ,Large Growth,US Equity Large Cap Growth,Equity/Stocks,FO_USA,3.87,5.22,7.14,12.53,29.62,15.11,13.07,14.04,16.74
F00000J3KE                    ,Vanguard Russell 1000 Index Fund ETF Shares,Vanguard Russell 1000 Index Fund,1,Vanguard            ,Large Blend,US Equity Large Cap Blend,Equity/Stocks,FE_ALL,2.29,4.45,4.77,8.92,23.51,13.33,10.39,11.92,15.01
F00000J3K9                    ,Vanguard Russell 1000 Index Fund Institutional Shares,Vanguard Russell 1000 Index Fund,2,Vanguard            ,Large Blend,US Equity Large Cap Blend,Equity/Stocks,FO_USA,2.29,4.46,4.77,8.95,23.56,13.38,10.44,11.97,15.06
F00000J3KG                    ,Vanguard Russell 1000 Value Index Fund ETF Shares,Vanguard Russell 1000 Value Index Fund,1,Vanguard            ,Large Value,US Equity Large Cap Value,Equity/Stocks,FE_ALL,0.72,3.69,2.48,5.4,17.65,11.73,7.82,9.89,13.31
F00000J3KB                    ,Vanguard Russell 1000 Value Index Fund Institutional Shares,Vanguard Russell 1000 Value Index Fund,2,Vanguard            ,Large Value,US Equity Large Cap Value,Equity/Stocks,FO_USA,0.73,3.7,2.49,5.43,17.69,11.78,7.88,9.94,13.37
F00000J3KI                    ,Vanguard Russell 2000 Growth Index Fund ETF Shares,Vanguard Russell 2000 Growth Index Fund,1,Vanguard            ,Small Growth,US Equity Small Cap,Equity/Stocks,FE_ALL,1.56,7.08,6.96,10.56,30.98,14.22,10.55,9.97,15.39
F00000J3KD                    ,Vanguard Russell 2000 Growth Index Fund Institutional Shares,Vanguard Russell 2000 Growth Index Fund,2,Vanguard            ,Small Growth,US Equity Small Cap,Equity/Stocks,FO_USA,1.56,7.1,6.99,10.62,31.13,14.36,10.67,10.1,15.53
F00000J3KK                    ,Vanguard Russell 2000 Index Fund ETF Shares,Vanguard Russell 2000 Index Fund,1,Vanguard            ,Small Blend,US Equity Small Cap,Equity/Stocks,FE_ALL,0.86,7.15,5.8,8.02,27.88,15.41,10.14,9.62,14.5
F00000J3KF                    ,Vanguard Russell 2000 Index Fund Institutional Shares,Vanguard Russell 2000 Index Fund,2,Vanguard            ,Small Blend,US Equity Small Cap,Equity/Stocks,FO_USA,0.87,7.17,5.83,8.07,27.98,15.5,10.22,9.7,14.59
F00000J3KL                    ,Vanguard Russell 2000 Value Index Fund ETF Shares,Vanguard Russell 2000 Value Index Fund,1,Vanguard            ,Small Value,US Equity Small Cap,Equity/Stocks,FE_ALL,0.12,7.19,4.57,5.48,24.71,16.42,9.53,9.08,13.43
F00000J3KH                    ,Vanguard Russell 2000 Value Index Fund Institutional Shares,Vanguard Russell 2000 Value Index Fund,2,Vanguard            ,Small Value,US Equity Small Cap,Equity/Stocks,FO_USA,0.13,7.22,4.61,5.55,24.87,16.56,9.67,9.22,13.57
F00000J3KM                    ,Vanguard Russell 3000 Index Fund ETF Shares,Vanguard Russell 3000 Index Fund,1,Vanguard            ,Large Blend,US Equity Large Cap Blend,Equity/Stocks,FE_ALL,2.17,4.64,4.84,8.85,23.81,13.48,10.35,11.72,14.94
F00000J3KJ                    ,Vanguard Russell 3000 Index Fund Institutional Shares,Vanguard Russell 3000 Index Fund,2,Vanguard            ,Large Blend,US Equity Large Cap Blend,Equity/Stocks,FO_USA,2.17,4.66,4.86,8.89,23.9,13.56,10.43,11.8,15.03
F00000J3JW                    ,Vanguard S&P 500 Growth Index Fund ETF Shares,Vanguard S&P 500 Growth Index Fund,1,Vanguard            ,Large Growth,US Equity Large Cap Growth,Equity/Stocks,FE_ALL,3.26,4.4,5.93,11.28,26.3,13.8,12.2,13.91,16.23
F00000OC1V                    ,Vanguard S&P 500 UCITS ETF,Vanguard S&P 500 UCITS ETF,1,Vanguard Group (Irel,US Large-Cap Blend Equity,US Equity Large Cap Blend,Equity/Stocks,FE_ALL,2.31,4.4,4.67,8.89,23.16,13.23,10.34,11.92,14.73
F00000J3JZ                    ,Vanguard S&P 500 Value Index Fund ETF Shares,Vanguard S&P 500 Value Index Fund,1,Vanguard            ,Large Value,US Equity Large Cap Value,Equity/Stocks,FE_ALL,1.14,4.45,3.24,6.26,19.45,12.69,8.53,10.06,13.47
F00000J3K1                    ,Vanguard S&P Mid-Cap 400 Growth Index Fund ETF Shares,Vanguard S&P Mid-Cap 400 Growth Index Fund,1,Vanguard            ,Mid-Cap Growth,US Equity Mid Cap,Equity/Stocks,FE_ALL,3.45,6.96,5.87,8.39,25.29,13.88,11.48,11.07,14.82
F00000J3L5                    ,Vanguard S&P Mid-Cap 400 Growth Index Fund Institutional Shares,Vanguard S&P Mid-Cap 400 Growth Index Fund,2,Vanguard            ,Mid-Cap Growth,US Equity Mid Cap,Equity/Stocks,FO_USA,3.46,6.98,5.89,8.45,25.44,14.01,11.61,11.2,14.96
F00000J3K3                    ,Vanguard S&P Mid-Cap 400 Index Fund ETF Shares,Vanguard S&P Mid-Cap 400 Index Fund,1,Vanguard            ,Mid-Cap Blend,US Equity Mid Cap,Equity/Stocks,FE_ALL,2.25,6.23,4.6,6.68,23.3,14.39,10.56,10.8,14.97
F00000J3JX                    ,Vanguard S&P Mid-Cap 400 Index Fund Institutional Shares,Vanguard S&P Mid-Cap 400 Index Fund,2,Vanguard            ,Mid-Cap Blend,US Equity Mid Cap,Equity/Stocks,FO_USA,2.26,6.26,4.63,6.72,23.4,14.48,10.64,10.88,15.06
F00000J3JY                    ,Vanguard S&P Mid-Cap 400 Value Index Fund ETF Shares,Vanguard S&P Mid-Cap 400 Value Index Fund,1,Vanguard            ,Mid-Cap Value,US Equity Mid Cap,Equity/Stocks,FE_ALL,0.99,5.46,3.26,4.83,20.53,14.34,9.13,10.11,14.76
F00000J3K4                    ,Vanguard S&P Mid-Cap 400 Value Index Fund Institutional Shares,Vanguard S&P Mid-Cap 400 Value Index Fund,2,Vanguard            ,Mid-Cap Value,US Equity Mid Cap,Equity/Stocks,FO_USA,1,5.47,3.29,4.89,20.68,14.47,9.25,10.24,14.9
F00000J3K6                    ,Vanguard S&P Small-Cap 600 Growth Index Fund ETF Shares,Vanguard S&P Small-Cap 600 Growth Index Fund,1,Vanguard            ,Small Growth,US Equity Small Cap,Equity/Stocks,FE_ALL,1.25,8.21,5.62,7.82,29.2,15.65,12.56,11.34,16.39
F00000J3K8                    ,Vanguard S&P Small-Cap 600 Index Fund ETF Shares,Vanguard S&P Small-Cap 600 Index Fund,1,Vanguard            ,Small Blend,US Equity Small Cap,Equity/Stocks,FE_ALL,0.94,8.69,5.95,7.84,27.98,16.63,11.8,11.12,16.19
F00000J3K2                    ,Vanguard S&P Small-Cap 600 Index Fund Institutional Shares,Vanguard S&P Small-Cap 600 Index Fund,2,Vanguard            ,Small Blend,US Equity Small Cap,Equity/Stocks,FO_USA,0.95,8.7,5.97,7.87,28.06,16.7,11.87,11.2,16.27
F00000J3K5                    ,Vanguard S&P Small-Cap 600 Value Index Fund ETF Shares,Vanguard S&P Small-Cap 600 Value Index Fund,1,Vanguard            ,Small Value,US Equity Small Cap,Equity/Stocks,FE_ALL,0.63,9.18,6.22,7.66,26.11,17.36,10.71,10.59,15.72
F00000N9WE                    ,Vanguard SRI European Stock Fund GBP Accumulation,Vanguard SRI European Stock Fund,1,Vanguard Group (Irel,Europe Large-Cap Blend Equity,Europe Equity Large Cap,Equity/Stocks,EUROPE,1.44,0.69,3.06,7.73,17.08,16.49,12.24,8.76,12.32
F00000N9WF                    ,Vanguard SRI European Stock Fund GBP Income,Vanguard SRI European Stock Fund,2,Vanguard Group (Irel,Europe Large-Cap Blend Equity,Europe Equity Large Cap,Equity/Stocks,EUROPE,1.44,0.69,3.06,7.73,17.08,16.49,12.24,8.75,12.32
F00000J4XI                    ,Vanguard SRI European Stock Fund Institutional EUR Accumulation,Vanguard SRI European Stock Fund,3,Vanguard Group (Irel,Europe Large-Cap Blend Equity,Europe Equity Large Cap,Equity/Stocks,EUROPE,1.89,5.91,5.06,3.37,19.83,5.18,8.07,7.78,10.36
F00000N9WG                    ,Vanguard SRI Global Stock Fund GBP Accumulation,Vanguard SRI Global Stock Fund,1,Vanguard Group (Irel,Global Large-Cap Blend Equity,Global Equity Large Cap,Equity/Stocks,EUROPE,3.09,1.19,3.66,6.51,12.87,19.7,14.68,13.07,15.46
F00000N9WH                    ,Vanguard SRI Global Stock Fund GBP Income,Vanguard SRI Global Stock Fund,2,Vanguard Group (Irel,Global Large-Cap Blend Equity,Global Equity Large Cap,Equity/Stocks,EUROPE,3.09,1.19,3.66,6.51,12.87,19.7,14.68,13.07,15.46
F00000LY5Q                    ,Vanguard SRI Global Stock Fund Institutional EUR Accumulation,Vanguard SRI Global Stock Fund,3,Vanguard Group (Irel,Global Large-Cap Blend Equity,Global Equity Large Cap,Equity/Stocks,EUROPE,3.55,6.43,5.67,2.19,15.52,8.08,10.42,12.06,13.45
FOUSA02TYF                    ,Vanguard Short-Term Bond Index Fund Admiral Shares,Vanguard Short-Term Bond Index Fund,1,Vanguard            ,Short-Term Bond,US Fixed Income,Bonds/Fixed Income,FO_USA,-0.05,-0.29,0.04,0.55,0.59,1.24,1.28,1.22,1.1
FOUSA06C1U                    ,Vanguard Short-Term Bond Index Fund ETF Shares,Vanguard Short-Term Bond Index Fund,2,Vanguard            ,Short-Term Bond,US Fixed Income,Bonds/Fixed Income,FE_ALL,-0.04,-0.33,0.02,0.52,0.51,1.21,1.25,1.22,1.1
F00000MPYP                    ,Vanguard Short-Term Bond Index Fund Institutional Plus Shares,Vanguard Short-Term Bond Index Fund,3,Vanguard            ,Short-Term Bond,US Fixed Income,Bonds/Fixed Income,FO_USA,-0.04,-0.28,0.05,0.57,0.61,1.27,1.32,1.26,1.15
F00000MPYO                    ,Vanguard Short-Term Bond Index Fund Institutional Shares,Vanguard Short-Term Bond Index Fund,4,Vanguard            ,Short-Term Bond,US Fixed Income,Bonds/Fixed Income,FO_USA,-0.04,-0.29,0.05,0.56,0.61,1.26,1.3,1.24,1.13
FOUSA00DEP                    ,Vanguard Short-Term Bond Index Fund Investor Shares,Vanguard Short-Term Bond Index Fund,5,Vanguard            ,Short-Term Bond,US Fixed Income,Bonds/Fixed Income,FO_USA,-0.05,-0.3,0.02,0.51,0.51,1.16,1.2,1.14,1.02
F000003Z38                    ,Vanguard Short-Term Corporate Bond Index Fund Admiral Shares,Vanguard Short-Term Corporate Bond Index Fund,1,Vanguard            ,Short-Term Bond,US Fixed Income,Bonds/Fixed Income,FO_USA,0.15,0.01,0.29,1.23,1.81,2.43,2.15,2.13,2.01
F000003Z3O                    ,Vanguard Short-Term Corporate Bond Index Fund ETF Shares,Vanguard Short-Term Corporate Bond Index Fund,2,Vanguard            ,Short-Term Bond,US Fixed Income,Bonds/Fixed Income,FE_ALL,0.14,-0.01,0.29,1.22,1.8,2.43,2.16,2.12,2.01
F000003Z3N                    ,Vanguard Short-Term Corporate Bond Index Fund Institutional Shares,Vanguard Short-Term Corporate Bond Index Fund,3,Vanguard            ,Short-Term Bond,US Fixed Income,Bonds/Fixed Income,FO_USA,0.15,0.01,0.27,1.22,1.83,2.45,2.17,2.15,2.03
F000003Z35                    ,Vanguard Short-Term Government Bond Index Fund Admiral Shares,Vanguard Short-Term Government Bond Index Fund,1,Vanguard            ,Short Government,US Fixed Income,Bonds/Fixed Income,FO_USA,-0.1,-0.29,-0.05,0.16,0.15,0.49,0.59,0.57,0.55
F000003Z3H                    ,Vanguard Short-Term Government Bond Index Fund ETF Shares,Vanguard Short-Term Government Bond Index Fund,2,Vanguard            ,Short Government,US Fixed Income,Bonds/Fixed Income,FE_ALL,-0.06,-0.25,-0.06,0.17,0.17,0.5,0.58,0.58,0.55
F000003Z3E                    ,Vanguard Short-Term Government Bond Index Fund Institutional Shares,Vanguard Short-Term Government Bond Index Fund,3,Vanguard            ,Short Government,US Fixed Income,Bonds/Fixed Income,FO_USA,-0.06,-0.27,-0.06,0.18,0.19,0.53,0.61,0.61,0.58
F00000ONBX                    ,Vanguard Short-Term Inflation-Protected Securities Index Fund Admiral Shares,Vanguard Short-Term Inflation-Protected Securities Index Fund,1,Vanguard            ,Inflation-Protected Bond,Inflation Linked,Bonds/Fixed Income,FO_USA,0.2,0.08,0.36,0.16,0.6,1.55,0.62,0.43,0.2
F00000ONBY                    ,Vanguard Short-Term Inflation-Protected Securities Index Fund ETF Shares,Vanguard Short-Term Inflation-Protected Securities Index Fund,2,Vanguard            ,Inflation-Protected Bond,Inflation Linked,Bonds/Fixed Income,FE_ALL,0.18,0.06,0.34,0.14,0.56,1.55,0.62,0.43,0.2
F00000ONBZ                    ,Vanguard Short-Term Inflation-Protected Securities Index Fund Institutional Shares,Vanguard Short-Term Inflation-Protected Securities Index Fund,3,Vanguard            ,Inflation-Protected Bond,Inflation Linked,Bonds/Fixed Income,FO_USA,0.16,0.04,0.36,0.12,0.6,1.57,0.64,0.46,0.23
F00000ONC0                    ,Vanguard Short-Term Inflation-Protected Securities Index Fund Investor Shares,Vanguard Short-Term Inflation-Protected Securities Index Fund,4,Vanguard            ,Inflation-Protected Bond,Inflation Linked,Bonds/Fixed Income,FO_USA,0.16,0.04,0.32,0.08,0.47,1.47,0.53,0.34,0.11
FOUSA00HKM                    ,Vanguard Small Capitalization Growth Index Fund Investor Shares,Vanguard Small Cap Growth Index Fund,1,Vanguard            ,Small Growth,US Equity Small Cap,Equity/Stocks,FO_USA,2.38,6.25,5.87,9.74,26.39,13.57,8.87,8.44,13.69
F00000MPYF                    ,Vanguard Small-Cap Growth Index Fund Admiral Shares,Vanguard Small Cap Growth Index Fund,2,Vanguard            ,Small Growth,US Equity Small Cap,Equity/Stocks,FO_USA,2.37,6.27,5.88,9.8,26.54,13.71,8.99,8.57,13.83
FEUSA04AC6                    ,Vanguard Small-Cap Growth Index Fund ETF Shares,Vanguard Small Cap Growth Index Fund,3,Vanguard            ,Small Growth,US Equity Small Cap,Equity/Stocks,FE_ALL,2.37,6.27,5.89,9.81,26.53,13.71,9,8.58,13.83
FOUSA00HPC                    ,Vanguard Small-Cap Growth Index Fund Institutional Shares,Vanguard Small Cap Growth Index Fund,4,Vanguard            ,Small Growth,US Equity Small Cap,Equity/Stocks,FO_USA,2.37,6.28,5.9,9.8,26.55,13.72,9.01,8.59,13.84
FOUSA00E0E                    ,Vanguard Small Capitalization Index Fund Investor Shares,Vanguard Small Cap Index Fund,1,Vanguard            ,Small Blend,US Equity Small Cap,Equity/Stocks,FO_USA,1.55,6.02,5.02,7.3,24.14,13.72,9.27,9.6,14.47
FOUSA00L7W                    ,Vanguard Small-Cap Index Fund Admiral Shares,Vanguard Small Cap Index Fund,2,Vanguard            ,Small Blend,US Equity Small Cap,Equity/Stocks,FO_USA,1.55,6.03,5.03,7.36,24.26,13.85,9.4,9.74,14.62
FEUSA04AC3                    ,Vanguard Small-Cap Index Fund ETF Shares,Vanguard Small Cap Index Fund,3,Vanguard            ,Small Blend,US Equity Small Cap,Equity/Stocks,FE_ALL,1.55,6.03,5.04,7.36,24.28,13.85,9.4,9.74,14.62
F00000JXW4                    ,Vanguard Small-Cap Index Fund Institutional Plus Shares,Vanguard Small Cap Index Fund,4,Vanguard            ,Small Blend,US Equity Small Cap,Equity/Stocks,FO_USA,1.55,6.03,5.05,7.37,24.3,13.88,9.42,9.77,14.65
FOUSA00GQ5                    ,Vanguard Small-Cap Index Fund Institutional Shares,Vanguard Small Cap Index Fund,5,Vanguard            ,Small Blend,US Equity Small Cap,Equity/Stocks,FO_USA,1.55,6.03,5.05,7.37,24.29,13.87,9.41,9.75,14.64
F00000MPYG                    ,Vanguard Small Cap Value Index Fund Admiral Shares,Vanguard Small Cap Value Index Fund,1,Vanguard            ,Small Value,US Equity Small Cap,Equity/Stocks,FO_USA,0.87,5.82,4.31,5.32,22.3,13.9,9.67,10.68,15.1
FOUSA00GMV                    ,Vanguard Small Capitalization Value Index Fund Investor Shares,Vanguard Small Cap Value Index Fund,2,Vanguard            ,Small Value,US Equity Small Cap,Equity/Stocks,FO_USA,0.85,5.8,4.27,5.24,22.13,13.76,9.53,10.53,14.94
FEUSA04ACH                    ,Vanguard Small-Cap Value Index Fund ETF Shares,Vanguard Small Cap Value Index Fund,3,Vanguard            ,Small Value,US Equity Small Cap,Equity/Stocks,FE_ALL,0.87,5.81,4.31,5.31,22.3,13.9,9.66,10.68,15.09
FOUSA00K2U                    ,Vanguard Small-Cap Value Index Fund Institutional Shares,Vanguard Small Cap Value Index Fund,4,Vanguard            ,Small Value,US Equity Small Cap,Equity/Stocks,FO_USA,0.88,5.83,4.3,5.33,22.34,13.92,9.69,10.69,15.11
FOUSA05A1P                    ,Vanguard Telecommunication Services Index Fund Admiral Class,Vanguard Telecommunication Services Index Fund,1,Vanguard            ,Communications,Communications Sector Equity,Equity/Stocks,FO_USA,-2.87,-3.37,-3.59,-6.03,1.81,5.5,4.16,4.96,8.51
FEUSA04ACF                    ,Vanguard Telecommunication Services Index Fund ETF Shares,Vanguard Telecommunication Services Index Fund,2,Vanguard            ,Communications,Communications Sector Equity,Equity/Stocks,FE_ALL,-2.86,-3.37,-3.6,-6.04,1.8,5.49,4.14,4.94,8.49
FOUSA08OZU                    ,Vanguard Total Bond Market II Index Fund Institutional Shares,Vanguard Total Bond Market II Index Fund,1,Vanguard            ,Intermediate-Term Bond,US Fixed Income,Bonds/Fixed Income,FO_USA,0.02,-0.42,0.44,1.54,0.82,2.55,2.34,2.78,1.95
FOUSA08OZT                    ,Vanguard Total Bond Market II Index Fund Investor Shares,Vanguard Total Bond Market II Index Fund,2,Vanguard            ,Intermediate-Term Bond,US Fixed Income,Bonds/Fixed Income,FO_USA,0.02,-0.43,0.42,1.51,0.74,2.48,2.26,2.71,1.88
FOUSA02TYI                    ,Vanguard Total Bond Market Index Fund Admiral Shares,Vanguard Total Bond Market Index Fund,1,Vanguard            ,Intermediate-Term Bond,US Fixed Income,Bonds/Fixed Income,FO_USA,0.12,-0.41,0.45,1.55,0.8,2.61,2.34,2.77,1.97
FOUSA06C1Y                    ,Vanguard Total Bond Market Index Fund ETF Shares,Vanguard Total Bond Market Index Fund,2,Vanguard            ,Intermediate-Term Bond,US Fixed Income,Bonds/Fixed Income,FE_ALL,0.07,-0.46,0.41,1.57,0.8,2.58,2.35,2.78,1.96
F000004494                    ,Vanguard Total Bond Market Index Fund Institutional Plus Shares,Vanguard Total Bond Market Index Fund,3,Vanguard            ,Intermediate-Term Bond,US Fixed Income,Bonds/Fixed Income,FO_USA,0.12,-0.41,0.45,1.56,0.82,2.63,2.36,2.79,1.99
FOUSA00DIL                    ,Vanguard Total Bond Market Index Fund Institutional Shares,Vanguard Total Bond Market Index Fund,4,Vanguard            ,Intermediate-Term Bond,US Fixed Income,Bonds/Fixed Income,FO_USA,0.12,-0.41,0.45,1.56,0.81,2.62,2.35,2.78,1.98
FOUSA00FQH                    ,Vanguard Total Bond Market Index Fund Investor Shares,Vanguard Total Bond Market Index Fund,5,Vanguard            ,Intermediate-Term Bond,US Fixed Income,Bonds/Fixed Income,FO_USA,0.11,-0.43,0.42,1.5,0.7,2.51,2.24,2.66,1.86
F00000JTEF                    ,Vanguard Total International Stock Index Fund Admiral Shares,Vanguard Total Intl Stock Idx Fund,1,Vanguard            ,Foreign Large Blend,Global Equity Large Cap,Equity/Stocks,FO_USA,1.94,3.76,4.41,11.82,23.73,12.01,6.07,4.81,7.77
F00000LVTA                    ,Vanguard Total International Stock Index Fund ETF Shares,Vanguard Total Intl Stock Idx Fund,2,Vanguard            ,Foreign Large Blend,Global Equity Large Cap,Equity/Stocks,FE_ALL,1.94,3.77,4.42,11.83,23.76,12.02,6.08,4.81,7.78
F00000JTBV                    ,Vanguard Total International Stock Index Fund Institutional Plus Shares,Vanguard Total Intl Stock Idx Fund,3,Vanguard            ,Foreign Large Blend,Global Equity Large Cap,Equity/Stocks,FO_USA,1.94,3.77,4.43,11.85,23.8,12.05,6.12,4.85,7.82
F00000JTBU                    ,Vanguard Total International Stock Index Fund Institutional Shares,Vanguard Total Intl Stock Idx Fund,4,Vanguard            ,Foreign Large Blend,Global Equity Large Cap,Equity/Stocks,FO_USA,1.94,3.76,4.43,11.84,23.78,12.03,6.1,4.83,7.79
FOUSA00KIR                    ,Vanguard Total International Stock Index Fund Investor Shares,Vanguard Total Intl Stock Idx Fund,5,Vanguard            ,Foreign Large Blend,Global Equity Large Cap,Equity/Stocks,FO_USA,1.94,3.78,4.44,11.85,23.7,11.94,6.02,4.75,7.7
FOUSA00L83                    ,Vanguard Total Stock Market Index Fund Admiral Shares,Vanguard Total Stock Market Index Fund,1,Vanguard            ,Large Blend,US Equity Large Cap Blend,Equity/Stocks,FO_USA,2.17,4.69,4.86,8.91,23.96,13.67,10.49,11.85,15.07
FEUSA0002P                    ,Vanguard Total Stock Market Index Fund ETF Shares,Vanguard Total Stock Market Index Fund,2,Vanguard            ,Large Blend,US Equity Large Cap Blend,Equity/Stocks,FE_ALL,2.16,4.68,4.84,8.89,23.93,13.67,10.49,11.85,15.08
FOUSA00GQ7                    ,Vanguard Total Stock Market Index Fund Institutional Shares,Vanguard Total Stock Market Index Fund,3,Vanguard            ,Large Blend,US Equity Large Cap Blend,Equity/Stocks,FO_USA,2.17,4.67,4.86,8.91,23.96,13.68,10.49,11.86,15.09
FOUSA00FQU                    ,Vanguard Total Stock Market Index Fund Investor Shares,Vanguard Total Stock Market Index Fund,4,Vanguard            ,Large Blend,US Equity Large Cap Blend,Equity/Stocks,FO_USA,2.16,4.66,4.82,8.84,23.81,13.55,10.37,11.73,14.94
FOUSA06UUJ                    ,Vanguard Total World Stock Index Fund ETF Shares,Vanguard Total World Stock Index Fund,1,Vanguard            ,World Large Stock,Global Equity,Equity/Stocks,FE_ALL,2.07,4.19,4.65,10.29,23.82,12.87,8.32,8.32,11.28
FOUSA06UOQ                    ,Vanguard Total World Stock Index Fund Institutional Shares,Vanguard Total World Stock Index Fund,2,Vanguard            ,World Large Stock,Global Equity,Equity/Stocks,FO_USA,2.08,4.2,4.66,10.31,23.86,12.88,8.33,8.33,11.29
FOUSA06UOO                    ,Vanguard Total World Stock Index Investor Shares,Vanguard Total World Stock Index Fund,3,Vanguard            ,World Large Stock,Global Equity,Equity/Stocks,FO_USA,2.08,4.21,4.65,10.27,23.71,12.77,8.21,8.21,11.16
F00000OC1W                    ,Vanguard U.K. Gilt UCITS ETF,Vanguard U.K. Gilt UCITS ETF,1,Vanguard Group (Irel,GBP Government Bond,Sterling Fixed Income,Bonds/Fixed Income,FE_ALL,0.34,-2.48,-0.4,-1.76,0.6,5.24,5.41,5.73,4.17
F000003VEE                    ,Vanguard U.K. Government Bond Index Fund GBP Accumulation,Vanguard U.K. Government Bond Index Fund,1,Vanguard Group (Irel,GBP Government Bond,Sterling Fixed Income,Bonds/Fixed Income,EUROPE,0.45,-2.44,-0.35,-1.71,0.63,5.26,5.41,5.71,4.16
F000003VED                    ,Vanguard U.K. Government Bond Index Fund GBP Income,Vanguard U.K. Government Bond Index Fund,2,Vanguard Group (Irel,GBP Government Bond,Sterling Fixed Income,Bonds/Fixed Income,EUROPE,0.45,-2.44,-0.35,-1.71,0.63,5.26,5.41,5.71,4.16
F000001W0U                    ,Vanguard U.K. Investment Grade Bond Index Fund GBP Accumulation,Vanguard U.K. Investment Grade Bond Index Fund,1,Vanguard Group (Irel,GBP Corporate Bond,Sterling Fixed Income,Bonds/Fixed Income,EUROPE,1.01,-0.85,0.43,1.09,4.17,7.28,5.94,6.04,5.65
F000000LFC                    ,Vanguard U.K. Investment Grade Bond Index Fund GBP Income,Vanguard U.K. Investment Grade Bond Index Fund,2,Vanguard Group (Irel,GBP Corporate Bond,Sterling Fixed Income,Bonds/Fixed Income,EUROPE,1.01,-0.85,0.43,1.09,4.17,7.28,5.94,6.04,5.66
F0GBR04UOL                    ,Vanguard U.S. 500 Stock Index Fund Institutional EUR Accumulation,Vanguard U.S. 500 Stock Index Fund,1,Vanguard Group (Irel,US Large-Cap Blend Equity,US Equity Large Cap Blend,Equity/Stocks,EUROPE,3.81,6.51,5.86,1.65,15.53,9.92,12.72,15.96,16.77
F0000000VM                    ,Vanguard U.S. 500 Stock Index Fund Institutional EUR Hedged Accumulation,Vanguard U.S. 500 Stock Index Fund,2,Vanguard Group (Irel,US Equity - Currency Hedged,US Equity Large Cap Blend,Equity/Stocks,EUROPE,2.19,4.12,4.17,7.66,20.81,11.28,8.82,10.59,13.4
F0GBR04N8G                    ,Vanguard U.S. 500 Stock Index Fund Institutional USD Accumulation,Vanguard U.S. 500 Stock Index Fund,3,Vanguard Group (Irel,US Large-Cap Blend Equity,US Equity Large Cap Blend,Equity/Stocks,EUROPE,2.29,4.37,4.6,8.74,22.77,12.88,10.02,11.57,14.31
F0GBR04G0F                    ,Vanguard U.S. 500 Stock Index Fund Investor EUR Accumulation,Vanguard U.S. 500 Stock Index Fund,4,Vanguard Group (Irel,US Large-Cap Blend Equity,US Equity Large Cap Blend,Equity/Stocks,EUROPE,3.8,6.49,5.82,1.57,15.36,9.76,12.55,15.81,16.63
F0GBR04SGP                    ,Vanguard U.S. 500 Stock Index Fund Investor USD Accumulation,Vanguard U.S. 500 Stock Index Fund,5,Vanguard Group (Irel,US Large-Cap Blend Equity,US Equity Large Cap Blend,Equity/Stocks,EUROPE,2.28,4.34,4.56,8.66,22.59,12.71,9.85,11.42,14.17
F0GBR04SGO                    ,Vanguard U.S. Government Bond Index Fund Institutional USD Accumulation,Vanguard U.S. Government Bond Index Fund,1,Vanguard Group (Irel,USD Government Bond,US Fixed Income,Bonds/Fixed Income,EUROPE,-0.09,-0.98,0.03,0.67,-0.86,1.1,1.47,1.75,1.08
